timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-11-30T00:00:00.000Z";"2023-11-30T23:59:59.999Z";"2023-11-30T19:55:00.000Z";"2023-11-30T00:04:00.000Z";0.080598731;0.0842171008;0.0805369679;0.0834173477;645565938.14;11849212885.52;"2023-11-30T23:59:59.999Z"
"2023-11-29T00:00:00.000Z";"2023-11-29T23:59:59.999Z";"2023-11-29T12:49:00.000Z";"2023-11-29T10:46:00.000Z";0.0810044391;0.0828419677;0.0797860429;0.0805932905;596560786.21;11446973435.77;"2023-11-29T23:59:59.999Z"
"2023-11-28T00:00:00.000Z";"2023-11-28T23:59:59.999Z";"2023-11-28T23:58:00.000Z";"2023-11-28T06:02:00.000Z";0.0787919459;0.0810312183;0.0770369716;0.0810090324;618900677.81;11504931649.85;"2023-11-28T23:59:59.999Z"
"2023-11-27T00:00:00.000Z";"2023-11-27T23:59:59.999Z";"2023-11-27T08:14:00.000Z";"2023-11-27T20:37:00.000Z";0.0786897564;0.0813204542;0.0770893348;0.0787878345;743996999.21;11188404036.57;"2023-11-27T23:59:59.999Z"
"2023-11-26T00:00:00.000Z";"2023-11-26T23:59:59.999Z";"2023-11-26T00:26:00.000Z";"2023-11-26T16:37:00.000Z";0.0789521427;0.0789802057;0.0763458944;0.0787037428;343339847.78;11175392078.92;"2023-11-26T23:59:59.999Z"
"2023-11-25T00:00:00.000Z";"2023-11-25T23:59:59.999Z";"2023-11-25T03:46:00.000Z";"2023-11-25T11:46:00.000Z";0.0782158313;0.0791047188;0.077762908;0.0789545704;291859035.17;11209939611.33;"2023-11-25T23:59:59.999Z"
"2023-11-24T00:00:00.000Z";"2023-11-24T23:59:59.999Z";"2023-11-24T22:34:00.000Z";"2023-11-24T00:16:00.000Z";0.0761988478;0.0784285857;0.0761490786;0.0782166454;401116993.44;11104111037.65;"2023-11-24T23:59:59.999Z"
"2023-11-23T00:00:00.000Z";"2023-11-23T23:59:59.999Z";"2023-11-23T10:16:00.000Z";"2023-11-23T15:59:00.000Z";0.0757701295;0.0763482855;0.075161636;0.0762001417;279606814.69;10816818624.96;"2023-11-23T23:59:59.999Z"
"2023-11-22T00:00:00.000Z";"2023-11-22T23:59:59.999Z";"2023-11-22T21:33:00.000Z";"2023-11-22T00:01:00.000Z";0.0721143853;0.076561399;0.0718840441;0.0757838736;440962821.28;10756709691.39;"2023-11-22T23:59:59.999Z"
"2023-11-21T00:00:00.000Z";"2023-11-21T23:59:59.999Z";"2023-11-21T01:51:00.000Z";"2023-11-21T22:58:00.000Z";0.0778788637;0.078698282;0.0714921624;0.0721193038;860811107.35;10235599729.65;"2023-11-21T23:59:59.999Z"
"2023-11-20T00:00:00.000Z";"2023-11-20T23:59:59.999Z";"2023-11-20T12:23:00.000Z";"2023-11-20T23:54:00.000Z";0.0805752844;0.0820401978;0.0778159951;0.0778788577;668234221.49;11051975327.39;"2023-11-20T23:59:59.999Z"
"2023-11-19T00:00:00.000Z";"2023-11-19T23:59:59.999Z";"2023-11-19T23:58:00.000Z";"2023-11-19T15:16:00.000Z";0.0803950458;0.0805976593;0.0779844782;0.0805755775;620299419.48;11433604866.39;"2023-11-19T23:59:59.999Z"
"2023-11-18T00:00:00.000Z";"2023-11-18T23:59:59.999Z";"2023-11-18T00:13:00.000Z";"2023-11-18T14:49:00.000Z";0.0863269326;0.0863942278;0.079828991;0.0803832346;1340580446.93;11405225590.63;"2023-11-18T23:59:59.999Z"
"2023-11-17T00:00:00.000Z";"2023-11-17T23:59:59.999Z";"2023-11-17T10:02:00.000Z";"2023-11-17T00:02:00.000Z";0.0793261576;0.0870606454;0.0793230305;0.0863038695;2031597493.06;12244123838.21;"2023-11-17T23:59:59.999Z"
"2023-11-16T00:00:00.000Z";"2023-11-16T23:59:59.999Z";"2023-11-16T11:03:00.000Z";"2023-11-16T00:13:00.000Z";0.0763529052;0.0828366032;0.0760467593;0.0792767755;1563730283.52;11246080209.92;"2023-11-16T23:59:59.999Z"
"2023-11-15T00:00:00.000Z";"2023-11-15T23:59:59.999Z";"2023-11-15T22:50:00.000Z";"2023-11-15T00:04:00.000Z";0.0724562564;0.0764078254;0.0724185391;0.076355636;503454120.21;10830667209.95;"2023-11-15T23:59:59.999Z"
"2023-11-14T00:00:00.000Z";"2023-11-14T23:59:59.999Z";"2023-11-14T09:13:00.000Z";"2023-11-14T18:55:00.000Z";0.0747776435;0.0754272157;0.0702814983;0.0724574882;708265058.6;10276752523.62;"2023-11-14T23:59:59.999Z"
"2023-11-13T00:00:00.000Z";"2023-11-13T23:59:59.999Z";"2023-11-13T01:31:00.000Z";"2023-11-13T21:38:00.000Z";0.0779803756;0.0793979572;0.0741761269;0.0747822874;829471612.9;10605479402.29;"2023-11-13T23:59:59.999Z"
"2023-11-12T00:00:00.000Z";"2023-11-12T23:59:59.999Z";"2023-11-12T09:52:00.000Z";"2023-11-12T00:52:00.000Z";0.0784196905;0.07998055;0.0761435842;0.0779809339;727221576.43;11058064988.61;"2023-11-12T23:59:59.999Z"
"2023-11-11T00:00:00.000Z";"2023-11-11T23:59:59.999Z";"2023-11-11T14:52:00.000Z";"2023-11-11T04:32:00.000Z";0.0754452603;0.0816983312;0.0749223574;0.0784064813;1345253621.4;11117355841.92;"2023-11-11T23:59:59.999Z"
"2023-11-10T00:00:00.000Z";"2023-11-10T23:59:59.999Z";"2023-11-10T23:58:00.000Z";"2023-11-10T14:15:00.000Z";0.0734654343;0.0754538842;0.0731551347;0.0754444726;649733690.67;10696346548.16;"2023-11-10T23:59:59.999Z"
"2023-11-09T00:00:00.000Z";"2023-11-09T23:59:59.999Z";"2023-11-09T15:22:00.000Z";"2023-11-09T20:42:00.000Z";0.0754739821;0.0777358161;0.0705573113;0.0734608728;964429145.43;10414129674.54;"2023-11-09T23:59:59.999Z"
"2023-11-08T00:00:00.000Z";"2023-11-08T23:59:59.999Z";"2023-11-08T17:52:00.000Z";"2023-11-08T00:40:00.000Z";0.0735168329;0.0766813614;0.0730273519;0.0754814387;531673694.35;10699566881.81;"2023-11-08T23:59:59.999Z"
"2023-11-07T00:00:00.000Z";"2023-11-07T23:59:59.999Z";"2023-11-07T00:00:00.000Z";"2023-11-07T17:08:00.000Z";0.0763885975;0.0763885975;0.071897635;0.0735183059;789220960.24;10420302084.93;"2023-11-07T23:59:59.999Z"
"2023-11-06T00:00:00.000Z";"2023-11-06T23:59:59.999Z";"2023-11-06T23:58:00.000Z";"2023-11-06T05:32:00.000Z";0.0712236758;0.0763861473;0.0706211523;0.0763811724;707371163.99;10825049582.18;"2023-11-06T23:59:59.999Z"
"2023-11-05T00:00:00.000Z";"2023-11-05T23:59:59.999Z";"2023-11-05T13:05:00.000Z";"2023-11-05T00:17:00.000Z";0.0690787157;0.0715991233;0.0689809143;0.0712241592;447538899.2;10093220208.82;"2023-11-05T23:59:59.999Z"
"2023-11-04T00:00:00.000Z";"2023-11-04T23:59:59.999Z";"2023-11-04T23:34:00.000Z";"2023-11-04T00:04:00.000Z";0.068147466;0.0692573732;0.0680588566;0.0690789816;203958701.18;9788286281.51;"2023-11-04T23:59:59.999Z"
